merged_id,n_buildings,n_dwellings,ref_area_m2_total,heat_kwh_yr_total,dhw_kwh_yr_total,pv_south_m2_total,pv_eastwest_m2_total,pv_flat_m2_total,pv_north_excluded_m2,ref_area_m2_mean,floor_count_mean,footprint_m2_mean,heat_kwh_m2a_mean,geom_quality_ok_share,status_unsurveyed_share,mixed_use_share,barnlike_share,has_pv_area_share,building_type,period,roof_key,roof_category,n_source_archetypes,pool_level
SFH.01.c4.s1e0,30135,30135,3152329.0,523601846.9,30135000.0,1107849.604119307,235560.2327288242,409001.7000662666,1208108.8599741836,104.60690227310435,1.989016094242575,75.92353042512663,166.1,0.8225651236104198,0.0010950721752115,0.0,0.000232288037166,1.0,SFH,01,s1e0,gabled,1,0
TH.01.c1.s0e2,29380,29380,3217227.0,504139470.9,29380000.0,33232.97524966189,2377306.099231009,334925.0298687238,99616.51745861991,109.50398230088496,1.9885117132080692,75.96294349302963,156.7,0.858645336963921,0.0008849557522123,0.0,0.0,1.0,TH,01,s0e2,gabled,1,0
MFH.01.c2.f1,8601,60358,3889210.0,497041038.0,90537000.0,0.0,0.0,1335453.4796981812,0.0,452.18114172770606,4.250437012003263,156.36800150787562,127.80000000000001,0.9995349377979302,0.0,0.0094175095919079,0.0,1.0,MFH,01,f1,flat,1,0
TH.03.c4.s0e2,30531,30531,4946330.0,472869148.0,30531000.0,29378.696260837365,2636072.609172,732243.5801186562,161760.08022631437,162.01008810716976,2.963774524254037,96.02321049396409,95.6,0.9317087550358653,0.0003275359470701,0.0,0.0,1.0,TH,03,s0e2,gabled,1,0
TH.03.c0.s0e1,39426,39426,4932541.0,471550919.6,39426000.0,55602.3048417931,2119290.6190199703,561207.1200627796,113735.4595770476,125.10883680819764,3.0038806878709483,61.20839520320255,95.6,0.9736721960127834,0.0,0.0,0.0,1.0,TH,03,s0e1,gabled,1,0
AB.02.c4.s0e0,480,62059,4544320.0,471245984.0,93088500.0,2800.477165462885,8905.239546887844,1097548.698791504,5043.82960111658,9467.333333333334,4.583333333333333,2138.393125661214,103.7,0.8791666666666667,0.0041666666666666,0.0520833333333333,0.0,1.0,AB,02,s0e0,gabled,1,0
TH.02.c3.s0e2,31089,31089,3794365.0,464809712.5,31089000.0,5496.683379453334,2225792.457141209,89390.52001516521,9012.913053791795,122.04847373669143,3.000096497153334,61.85596996040986,122.5,0.975361060182058,0.0001929943066679,0.0,0.0,1.0,TH,02,s0e2,gabled,1,0
MFH.01.c2.f2,6698,47416,3602498.0,460399244.4,71124000.0,0.0,0.0,1327227.3200836182,0.0,537.8468199462526,4.199153822907223,196.9739130566319,127.8,0.9986563153180054,0.0,0.029710361301881098,0.0,1.0,MFH,01,f2,flat,1,0
MFH.01.c2.s0e0,6634,47369,3531727.0,451354710.6,71053500.0,26364.65160780206,61949.33182219368,1333148.099942267,48052.06074620438,532.3676514923123,4.144176027081089,215.6545100765556,127.8,0.9773892071148629,0.0003014772384684,0.0391920410009044,0.0,1.0,MFH,01,s0e0,gabled,1,0
SFH.01.c4.s0e2,23937,23937,2689687.0,446757010.7,23937000.0,48994.35052559367,2539777.800110622,144673.57005573064,75864.12751564183,112.36525044909554,1.9994986840456201,85.35916280660801,166.1,0.7552324852738438,0.0007519739315703001,0.0,0.000125328988595,1.0,SFH,01,s0e2,gabled,1,0
TH.03.c4.s2e0,28233,28233,4582100.0,438048760.0,28233000.0,1199608.1959357415,208781.00518774329,663073.0599432867,1222490.4782248766,162.2958948747919,2.958027839761981,95.87250064211706,95.6,0.9313569227499734,0.0004604540785605,0.0,0.0,1.0,TH,03,s2e0,gabled,1,0
SFH.02.c2.s2e0,17637,17637,3083692.0,435108941.2,17637000.0,1316478.2842667417,55338.46627092402,192814.8299665581,1247923.1106677696,174.84220672449962,2.0,130.33704766623185,141.1,0.883483585643817,0.0009071837614106,0.0,0.020751828542269,1.0,SFH,02,s2e0,gabled,1,0
SFH.01.c0.s3e0,7837,7837,2608173.0,433217535.3,7837000.0,1369002.349418573,67143.85655847327,45652.29006057046,1315402.3272194332,332.8024754370295,1.995726495726496,270.88175189247147,166.1,0.7231083322700013,0.0003827995406405,0.0,0.8433073880311344,1.0,SFH,01,s3e0,gabled,1,0
SFH.03.c0.s0e2,25671,25671,4169336.0,432777076.8,25671000.0,47407.047949926375,3134843.495977386,451662.6900432091,151771.1867425353,162.4142417513926,2.0,113.96272835065223,103.8,0.8435588796696661,0.0007011803202056,0.0,0.0059600327217482,1.0,SFH,03,s0e2,gabled,1,0
SFH.01.c5.s0e3,14218,14218,2562774.0,425676761.4,14218000.0,37887.01849750624,2657648.5660168,69670.3499821648,64699.99658451459,180.24855816570545,1.9947252120607315,146.8033745850603,166.1,0.706428470952314,0.0004923336615557,0.0,0.0545787030524687,1.0,SFH,01,s0e3,gabled,1,0
TH.03.c0.s1e0,34859,34859,4410017.0,421597625.2,34859000.0,838149.1067980583,174063.31927026153,517303.6899439581,1091533.3240730404,126.5101408531513,3.004073553458217,62.833519906088576,95.6,0.972202300697094,0.0001147479847385,0.0,0.0,1.0,TH,03,s1e0,gabled,1,0
AB.04.c1.s0e0,3183,78755,6435875.0,420262637.5,118132500.0,21646.197280653,72334.08438001164,2945198.7200698853,53274.63588896873,2021.952560477537,4.179076343072573,921.9800970177586,65.3,0.8938108702481935,0.0012566760917373,0.0201068174677976,0.0,1.0,AB,04,s0e0,gabled,1,0
MFH.01.c1.s0e0,20590,44596,3216709.0,411095410.2,66894000.0,172186.75872037886,305804.44939916243,1095893.0203782842,236743.64606280776,156.22676056338028,3.0455826610943726,79.42055949919313,127.8,0.9714910150558526,0.0005342399222923,0.0479844584749878,0.0,1.0,MFH,01,s0e0,gabled,1,0
TH.02.c0.s1e0,20994,20994,3273225.0,400970062.5,20994000.0,482564.869300123,276987.1784099151,803951.6601456553,638058.212074565,155.9124035438697,3.00119081642374,92.82142660664844,122.5,0.971801467085834,0.0005239592264456,0.0,0.0,1.0,TH,02,s1e0,gabled,1,0
SFH.01.c5.s1e2,13116,13116,2330469.0,387090900.9,13116000.0,417196.5903781039,1413499.4238265525,176938.9799763169,377051.8496852452,177.68138151875573,1.993709226467847,136.32201133213525,166.1,0.6621683440073193,0.0006099420555047,0.0,0.0164684354986276,1.0,SFH,01,s1e2,gabled,1,0
TH.02.c0.s2e0,19365,19365,3074027.0,376568307.5,19365000.0,785935.9691878812,98643.92318384898,412470.28997036256,688774.7738713457,158.7413891040537,3.001704105344694,87.88888666954207,122.5,0.9677769171185128,0.0005163955589981,0.0,0.0,1.0,TH,02,s2e0,gabled,1,0
TH.02.c0.s0e2,19227,19227,3056697.0,374445382.5,19227000.0,12163.30111250979,1532571.9793463056,393666.0300195366,51322.45306009797,158.9794039631768,3.003224632027877,88.49011599657322,122.5,0.9688458937951838,0.0006761325219743,0.0,0.0,1.0,TH,02,s0e2,gabled,1,0
MFH.01.c1.s0e1,18715,41263,2921423.0,373357859.4,61894500.0,68596.89692907881,1470784.7291197418,239505.1700746119,96396.49417593144,156.10061448036333,3.0345251456362567,78.88296715794736,127.8,0.9651082019770236,0.0004274646005877,0.0337162703713598,0.0,1.0,MFH,01,s0e1,gabled,1,0
AB.02.c0.s0e0,852,47105,3596090.0,372914533.0,70657500.0,3657.408454175032,11091.977640168052,898931.2387084961,5540.521555960769,4220.762910798122,0.0,1016.0749391457284,103.70000000000002,0.926056338028169,0.0,0.034037558685446,0.0,1.0,AB,02,s0e0,gabled,1,0
AB.03.c0.s0e0,2829,59035,3951132.0,358762785.6,88552500.0,24380.917455275485,89969.39511948264,1630005.410311222,44431.254028525706,1396.6532343584306,4.03570166136444,602.471679266791,90.8,0.9243548957228702,0.0,0.011664899257688198,0.0,1.0,AB,03,s0e0,gabled,1,0
MFH.01.c2.s0e2,5542,37651,2755835.0,352195713.0,56476500.0,8148.276517846232,1069444.5812673909,93485.7999197375,18572.237499711297,497.2636232407073,4.255906942929844,187.5544279395179,127.8,0.9815950920245401,0.0,0.0086611331649224,0.0,1.0,MFH,01,s0e2,gabled,1,0
TH.01.c4.s0e0,18673,18673,2227724.0,349084350.79999995,18673000.0,81356.92243072565,269304.9635348936,744059.2599864341,281220.0790626018,119.30187971938092,3.0034809618165266,69.99201469567454,156.7,0.9665292133026294,0.0003213195522947,0.0,0.0,1.0,TH,01,s0e0,gabled,1,0
SFH.02.c2.s0e2,15177,15177,2414013.0,340617234.3,15177000.0,27420.919594334413,1801803.7053246417,246365.87008211203,74043.58972575795,159.05732358173552,2.0,116.86767477661505,141.1,0.885023390656915,0.0009883376161296,0.0,0.0104104895565658,1.0,SFH,02,s0e2,gabled,1,0
TH.03.c4.s1e0,22479,22479,3559826.0,340319365.6,22479000.0,519565.6179041169,320091.88602644193,937728.9498788342,738452.6547916804,158.3622936963388,2.971662440500022,96.49555853935284,95.6,0.9557364651452468,0.0008007473642065,0.0,0.0,1.0,TH,03,s1e0,gabled,1,0
TH.04.c2.s0e1,42635,42635,4897027.0,339853673.8,42635000.0,34006.89474057807,2253282.858947223,384091.7601492014,65463.81606240423,114.85931746217896,3.012431101207928,54.92001476732972,69.4,0.9792424064735544,0.0,0.0,0.0,1.0,TH,04,s0e1,gabled,1,0
TH.03.c2.s0e2,36541,36541,3548199.0,339207824.4,36541000.0,20458.61498184214,2880319.669019532,252295.9299022369,57557.7464944696,97.1018581866944,1.9984212712920648,69.36758518842754,95.6,0.8984975780629977,2.7366519799677075e-05,0.0,0.0,1.0,TH,03,s0e2,gabled,1,0
SFH.01.c5.s1e0,12693,12693,2025172.0,336381069.2,12693000.0,480877.2417010427,122584.78644642828,423880.8801380359,627314.3636891686,159.55030331678878,1.9437720625315176,109.40081782045354,166.1,0.8544079413850154,0.001418104467029,0.0,0.0055936342866146,1.0,SFH,01,s1e0,gabled,1,0
TH.03.c2.s2e0,36322,36322,3485558.0,333219344.79999995,36322000.0,1429618.8083570402,104903.63801992372,289210.66013313644,1300272.645092182,95.96272231705302,1.9978822414802013,68.20391966029612,95.6,0.9025108749518198,8.259457078354717e-05,0.0,0.0,1.0,TH,03,s2e0,gabled,1,0
SFH.04.c0.s2e0,22252,22252,4001814.0,332950924.8,22252000.0,1741780.5300580238,113616.73702360949,300835.4998393432,1676469.510176262,179.84064353765953,1.9974220975984802,124.88663358270918,83.2,0.7708969980226497,0.0006291569297141,0.0,0.0111450656120798,1.0,SFH,04,s2e0,gabled,1,0
TH.01.c5.s0e0,23437,23437,2119421.0,332113270.7,23437000.0,85977.30937124742,258106.31626907823,905918.0799549596,222216.95946010208,90.4305585185817,1.9993792400124155,59.247766791388166,156.7,0.9733754320092162,0.00046934334599129995,0.0,0.0,1.0,TH,01,s0e0,gabled,1,0
AB.02.c0.f1,699,39540,3185371.0,330322972.7,59310000.0,0.0,0.0,695790.8006591797,0.0,4557.040057224606,2.0,956.9716565482775,103.7,0.9899856938483548,0.0014306151645207,0.0200286123032904,0.0,1.0,AB,02,f1,flat,1,0
SFH.01.c4.s0e1,19008,19008,1942555.0,322658385.5,19008000.0,76286.76970557058,1158863.6597969595,356567.79006114975,161303.4563883542,102.19670664983164,1.9818497474747474,74.10444285296632,166.1,0.8247579966329966,0.0009469696969696,0.0,0.0003682659932659,1.0,SFH,01,s0e1,gabled,1,0
SFH.03.c0.s0e3,15073,15073,3030600.0,314576280.0,15073000.0,23149.15356784398,2747267.3673739703,91419.32004281878,37967.73648862215,201.06150069660984,2.0,144.23047774097293,103.8,0.7924766138127778,0.0003980627612286,0.0,0.0316459895176806,1.0,SFH,03,s0e3,gabled,1,0
MFH.01.c1.s1e0,15360,33782,2420473.0,309336449.4,50673000.0,645265.6917897866,129969.71514976153,205468.28996434624,574773.7424047234,157.58287760416667,3.0469492739467343,79.64249482961992,127.8,0.9665364583333332,0.0003255208333333,0.0393229166666666,0.0,1.0,MFH,01,s1e0,gabled,1,0
TH.01.c0.s1e1,14139,14139,1952100.0,305894070.0,14139000.0,277365.9095541163,626188.7248604447,323202.94989544526,171988.08018062534,138.0649267982177,3.025885847655421,80.40346559583487,156.7,0.946743051135158,0.000282905438857,0.0,0.0,1.0,TH,01,s1e1,gabled,1,0
SFH.01.c0.s2e0,6733,6733,1828728.0,303751720.8,6733000.0,650969.5784570025,49899.95007923016,142685.08001781255,695256.6219498598,271.60671320362394,1.9975907242885107,181.5304812727792,166.1,0.7948908361800089,0.0013366998366255,0.0,0.213871973860092,1.0,SFH,01,s2e0,gabled,1,0
AB.04.c3.s0e0,1708,52202,4618090.0,301561277.0,78303000.0,11582.054389780878,34854.513116834816,1469555.749967575,26330.70881563978,2703.7997658079626,0.0,852.243214410697,65.3,0.8682669789227166,0.0005854800936768,0.0163934426229508,0.0,1.0,AB,04,s0e0,gabled,1,0
SFH.01.c0.s1e3,5906,5906,1805263.0,299854184.3,5906000.0,199815.8161067627,1333007.3911144836,87692.43987217732,199749.1306456608,305.6659329495428,1.9986249570299073,231.04535725251563,166.1,0.6117507619370132,0.0005079580088046,0.0,0.662715882153742,1.0,SFH,01,s1e3,gabled,1,0
TH.01.c1.s1e1,16485,16485,1901121.0,297905660.7,16485000.0,328977.6900343738,722449.2255566106,384856.40997000784,222464.8894019304,115.3242948134668,1.9984549780606884,82.5849517725076,156.7,0.8601759175007583,0.0010919017288444,0.0,0.0,1.0,TH,01,s1e1,gabled,1,0
TH.02.c0.s0e1,15395,15395,2405157.0,294631732.5,15395000.0,18666.956810303367,782860.2049256628,623499.5199161898,200268.58958468653,156.2297499188048,3.0010392984735303,93.91273532581236,122.5,0.9709645988957454,0.0003247807729782,0.0,0.0,1.0,TH,02,s0e1,gabled,1,0
SFH.01.c0.s2e2,5886,5886,1762041.0,292675010.1,5886000.0,465480.3470549247,660191.0781308626,117500.30012000538,443265.32435946615,299.3613659531091,1.9994827586206896,218.14034473559823,166.1,0.6563030920829086,0.0011892626571525,0.0,0.5846075433231397,1.0,SFH,01,s2e2,gabled,1,0
MFH.01.c3.s0e0,9260,31727,2270220.0,290134116.0,47590500.0,65648.71204666712,130798.27358857552,749328.7896518335,105416.60332542012,245.16414686825053,4.093520518358531,103.90245683898678,127.8,0.9695464362850972,0.0002159827213822,0.0408207343412527,0.0,1.0,MFH,01,s0e0,gabled,1,0
TH.01.c2.s3e0,6272,6272,1833930.0,287376831.0,6272000.0,656940.4052821074,48979.04006096652,245114.6700532362,594308.0763833076,292.39955357142856,2.487773279352227,198.3969498453092,156.7,0.8394451530612245,0.0004783163265306,0.0,0.0,1.0,TH,01,s3e0,gabled,1,0
TH.01.c2.s0e3,6144,6144,1808530.0,283396651.0,6144000.0,11448.150023187276,1262262.4568900017,189413.53997195512,62712.33922466515,294.3570963541667,2.4986785596299965,197.9569060166056,156.7,0.8279622395833334,0.0006510416666666,0.0,0.0,1.0,TH,01,s0e3,gabled,1,0
TH.03.c4.s3e0,17277,17277,2955709.0,282565780.4,17277000.0,1175309.0026607327,54666.741122949,216824.34993533604,859250.7891925278,171.07767552237078,2.9050761127510563,104.41481736073816,95.6,0.9018926897030736,0.0001736412571627,0.0,0.0,1.0,TH,03,s3e0,gabled,1,0
MFH.01.c4.s0e1,8209,26592,2116678.0,270511448.4,39888000.0,45288.58442719296,664018.3857632461,266098.9802609477,67604.55108284861,257.8484590084054,4.596174929954928,101.17966255948232,127.8,0.9611402119624802,0.0001218175173589,0.032403459617493,0.0,1.0,MFH,01,s0e1,gabled,1,0
SFH.01.c5.s2e1,9017,9017,1621254.0,269290289.4,9017000.0,626140.8309829739,448547.5405371353,124082.659909036,546270.136048364,179.79971165576134,1.9935636856368566,144.40258732764303,166.1,0.6522124875235666,0.0007763114117777,0.0,0.0334922923366973,1.0,SFH,01,s2e1,gabled,1,0
AB.03.c1.s0e0,469,45592,2960450.0,268808860.0,68388000.0,4393.35388487698,14270.182831938691,960684.1877613068,8034.641589573162,6312.26012793177,4.8,1992.965264424078,90.8,0.8208955223880597,0.0,0.0341151385927505,0.0,1.0,AB,03,s0e0,gabled,1,0
